[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:49 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:49 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:50 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
